"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2033920826161115308","🗝️ 𝗝𝗨𝗦𝗧 𝗖𝗛𝗘𝗖𝗞𝗘𝗗 𝗜𝗡: 𝗬𝗼𝘂𝗿 𝗻𝘂𝗺𝗯𝗲𝗿 𝟭𝟭, 𝗠𝗮𝗻𝗴𝗲𝘀𝗵 𝗬𝗮𝗱𝗮𝘃. ❤️‍🔥

He’s home, locked in and ready to serve his all-round specials. 💪🔥

This is Emmvee presents RCB Shorts.

#PlayBold #ನಮ್ಮRCB #IPL2026 https://t.co/KL6eASGlCJ","en","Quoted","Royal Challengers Bengaluru","RCBTweets","51143","22","135","12","2059","13","2026-03-17 20:28:08","https://x.com/RCBTweets/status/2033920826161115308","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#PlayBold, #ನಮ್ಮRCB, #IPL2026","","video","https://video.twimg.com/amplify_video/2033920730782642176/vid/avc1/1080x1920/PVtaexDlpmjrbUxt.mp4?tag=21"
"2033899629339939094","RCB can use KGF, Salaar etc music for elevation happily. Hombale Films is one RCB sponsor. 😂","en","Tweet","Sai","akakrcb6","34049","7","108","2","1695","47","2026-03-17 19:03:54","https://x.com/akakrcb6/status/2033899629339939094","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2033864330538893494","Our Dhurandhar is here! Ready to #PlayBold and 𝘵𝘢𝘬𝘦 𝘤𝘢𝘳𝘦 𝘰𝘧 𝘦𝘷𝘦𝘳𝘺𝘵𝘩𝘪𝘯𝘨. Again. ❤️🔥

PS. Watch until the end to see Jitesh being Jitesh! 👀😂

This is Emmvee presents RCB Shorts.

#ನಮ್ಮRCB #IPL2026 https://t.co/L7YsnJigwK","en","Quoted","Royal Challengers Bengaluru","RCBTweets","150388","73","643","44","4507","89","2026-03-17 16:43:38","https://x.com/RCBTweets/status/2033864330538893494","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#PlayBold, #ನಮ್ಮRCB, #IPL2026","","video","https://video.twimg.com/amplify_video/2033864190512009221/vid/avc1/1080x1920/7tTKddRGrHUZjDoa.mp4?tag=21"
"2033591313178980420","Finally this brother has started bowling 😭😭 https://t.co/fCnMrFAvIk","en","Tweet","Sai","akakrcb6","31961","8","18","1","710","23","2026-03-16 22:38:46","https://x.com/akakrcb6/status/2033591313178980420","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","video","https://video.twimg.com/ext_tw_video/2033591281876914176/pu/vid/avc1/720x1280/4qNKJ4u_aOBAZHPP.mp4?tag=19"
"2033584624572764263","Finally our players are coming man and soon will be getting new content. I am so tired of seeing other teams content.","en","Tweet","Sai","akakrcb6","8613","3","21","0","633","4","2026-03-16 22:12:11","https://x.com/akakrcb6/status/2033584624572764263","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2033559274618863978","𝘛𝘦𝘭𝘭 𝘵𝘩𝘦 𝘸𝘰𝘳𝘭𝘥, 𝘸𝘦’𝘳𝘦 𝘤𝘰𝘮𝘪𝘯𝘨 𝘩𝘰𝘮𝘦 🥹🏡❤️

#PlayBold #ನಮ್ಮRCB #IPL2026 https://t.co/bdY0DloNaT","en","Quoted","Royal Challengers Bengaluru","RCBTweets","164868","116","894","44","8954","76","2026-03-16 20:31:27","https://x.com/RCBTweets/status/2033559274618863978","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#PlayBold, #ನಮ್ಮRCB, #IPL2026","","photo","https://pbs.twimg.com/media/HDinYSUasAA4A7_.jpg
https://pbs.twimg.com/media/HDinYSRbsAAPPRi.jpg
https://pbs.twimg.com/media/HDinYSQbkAAQULO.jpg
https://pbs.twimg.com/media/HDinYSSa4AAsc6J.jpg"
"2033574680662249668","1st screenshot: How England communicated when Livingstone got dropped from the team.

2nd screenshot: How RCB communicated when Livingstone got dropped from the team.

No wonder nowadays players loving time with RCB, speak well about us after leaving us. https://t.co/sGsN8qWBId","en","Tweet","Sai","akakrcb6","29047","4","43","2","583","49","2026-03-16 21:32:40","https://x.com/akakrcb6/status/2033574680662249668","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/HDi1ZROa0AAewD1.png
https://pbs.twimg.com/media/HDi1ZRoaUAA2-dp.png"
"2033523014197760381","Two phone calls, lasting a minute each. 

Liam Livingstone says that is the sum total of his contact with England's management since his most recent international appearance 12 months ago.

Interview @ESPNcricinfo

https://t.co/tx5jT9ohyK","en","Quoted","Matt Roller","mroller98","896910","62","86","94","775","128","2026-03-16 18:07:22","https://x.com/mroller98/status/2033523014197760381","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://www.espncricinfo.com/story/liam-livingstone-interview-i-asked-england-for-help-i-was-told-i-care-too-much-1528115","",""
"2033137402936746260","Please give the following tweet a like.","en","Tweet","Sai","akakrcb6","7533","2","7","0","175","3","2026-03-15 16:35:05","https://x.com/akakrcb6/status/2033137402936746260","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"2033082381884956957","How many likes on this tweet needed for free jersey, @pumacricket?","en","Quoted","Shailesh","shailesh18_","472261","142","647","65","9182","205","2026-03-15 12:56:27","https://x.com/shailesh18_/status/2033082381884956957","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
