"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2016743409143390287","Just spoke to Virat about “Rajiv1841’s” concern on the indirect attack and we both had a good laugh about how social media works on such click baity fan wars.

Thanks for giving us a reason to bond and talk.☺️☺️","en","Tweet","Ashwin 🇮🇳","ashwinravi99","1203275","531","1000","153","17503","735","2026-01-29 10:51:12","https://x.com/ashwinravi99/status/2016743409143390287","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2015805847717515473","🚨🚨 Ravi Ashwin again indirectly attacks Virat Kohli & hypes Rohit Sharma in T2OIs. He said:

""sure, we won T2OI WC Final in 2024 WC but we were easily losing that game, we won due to Bumrah's brilliance & Suryakumar Yadav's catch otherwise South Africa were winning. We used to play conservative cricket not because we wanted it but because we didn't evolved ourselves. 

But Rohit Sharma after 2022 Adelaide Semi Final, he changed the game & he even tried changing the game before 2022 WC & even many people criticised Rohit"".

My comment - I cannot believe how can you belittle Virat Kohli's knock in 2024 WC Final who won the man of the match. He said we won because of Bumrah & Sky's catch, he didn't tell us what Sky did with bat in Final. He said, we were losing the game but Bumrah made us force a comeback but he didn't tell that India were 34/3 & it was Virat Kohli who took the score to 176 runs, if not for Virat, we wouldn't even have a score to fight, leave winning. Remember in 2021 WC match vs NZ, we lost Virat Kohli early & India couldn't even score 120 runs.

BTW, Rohit Sharma picked Ravi Ashwin for T2OI WC 2022 when he was nowhere close to T2OI side, got picked into 2023 ODI WC squad when he was nowhere close to India's ODI setup, they are good friends & Virat Kohli is somebody who made him sit on England test tour for 2021 & dropped him from India's white ball setup in 2017, can see he holds grudges. He is now totally running one sided narrative & only appreciates Virat the day Virat scores 100 coz then you have to appreciate him else you will get called out.

Credit - Ash ki Baat, Time Stamp - 1:58","en","Quoted","Rajiv","Rajiv1841","1121988","144","76","24","1102","159","2026-01-26 20:45:40","https://x.com/Rajiv1841/status/2015805847717515473","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G_mUf4WbcAEQnQp.jpg"
"2016515902607679563","Once more! https://t.co/KbCBIjHtjo","en","Tweet","Ashwin 🇮🇳","ashwinravi99","401148","78","70","4","3563","74","2026-01-28 19:47:10","https://x.com/ashwinravi99/status/2016515902607679563","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_wahSXWEAErp9y.jpg
https://pbs.twimg.com/media/G_wahRyaQAEq2oU.jpg"
"2015422393288888408","There is conversation around the dismissal of Rachin.

Was he unlucky finding the only fielder on the leg side?

Answer is No.

This delivery ( in pic ) was the one he got in the same over before he got out and there was another ball that Harshit hit him on the pads in the first over.

This will be the line of attack to Rachin until he finds answers for it.

He wants to stay leg side of the ball and use his solid bat swing, but that means he is finding it hard to move into the line of the ball and find empty spaces on the leg side. #INDvNZ","en","Quoted","Ashwin 🇮🇳","ashwinravi99","717779","75","74","6","3510","106","2026-01-25 19:21:57","https://x.com/ashwinravi99/status/2015422393288888408","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#INDvNZ","","photo","https://pbs.twimg.com/media/G_g3-2ObsAAHgJt.jpg"
"2015477728523477164","Well done @SunrisersEC 👏👏 https://t.co/t4dLgE87GT","en","Tweet","Ashwin 🇮🇳","ashwinravi99","91451","73","139","4","3663","18","2026-01-25 23:01:50","https://x.com/ashwinravi99/status/2015477728523477164","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2015477711192682496/vid/avc1/624x624/gJe7kHRzPgkkFuQy.mp4?tag=21"
"2015416129502769391","No 3 for @SunrisersEC or a first for @PretoriaCapsSA ? https://t.co/XsH5IVef0w","en","Quoted","Ashwin 🇮🇳","ashwinravi99","145680","96","33","5","2102","10","2026-01-25 18:57:04","https://x.com/ashwinravi99/status/2015416129502769391","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G_gySRmaUAAKv2n.jpg"
"2015445978997022995","If teams don’t prepare differently against this Indian batting line up, its good night 😴 #INDvsNZ","en","Tweet","Ashwin 🇮🇳","ashwinravi99","475699","293","1148","33","26112","158","2026-01-25 20:55:41","https://x.com/ashwinravi99/status/2015445978997022995","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#INDvsNZ","","",""
"2015444921285849167","Wowww Ishan Kishan🔥🔥🔥 #INDvsNZ","en","Tweet","Ashwin 🇮🇳","ashwinravi99","129311","65","373","5","10320","21","2026-01-25 20:51:29","https://x.com/ashwinravi99/status/2015444921285849167","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#INDvsNZ","","",""
"2015444460835131551","Sanjuu 💔 #INDvsNZ","in","Tweet","Ashwin 🇮🇳","ashwinravi99","505681","531","284","135","9571","78","2026-01-25 20:49:39","https://x.com/ashwinravi99/status/2015444460835131551","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#INDvsNZ","","",""
"2015441149700550987","A hundred on the big day for Brevis.

He has emerged as a player like no other after a few years of ups and downs.🔥🔥 #SA20 https://t.co/iswz7upewy","en","Tweet","Ashwin 🇮🇳","ashwinravi99","132531","108","489","12","11550","43","2026-01-25 20:36:29","https://x.com/ashwinravi99/status/2015441149700550987","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#SA20","","photo","https://pbs.twimg.com/media/G_hJCj7bwAESuPJ.jpg"
