version,1.7.0
info,balls_per_over,6
info,team,Tanzania
info,team,Zimbabwe
info,gender,female
info,season,2023/24
info,date,2023/12/13
info,event,ICC Women's T20 World Cup Africa Region Qualifier
info,match_number,10
info,venue,Entebbe Cricket Oval
info,city,Entebbe
info,toss_winner,Zimbabwe
info,toss_decision,field
info,player_of_match,P Marange
info,umpire,Claus Schumacher
info,umpire,Patric Makumbi
info,reserve_umpire,Habib Enesi
info,match_referee,O Chirombe
info,winner,Zimbabwe
info,winner_wickets,9
info,player,Tanzania,S Mtae
info,player,Tanzania,FO Kibasu
info,player,Tanzania,M Pascal
info,player,Tanzania,HM Omary
info,player,Tanzania,NJ Pius
info,player,Tanzania,PZ Kamunya
info,player,Tanzania,A Mohamed
info,player,Tanzania,AS Qwele
info,player,Tanzania,MH Ushanga
info,player,Tanzania,SH Mohamedi
info,player,Tanzania,S Kizito
info,player,Zimbabwe,M Musonda
info,player,Zimbabwe,M Mupachikwa
info,player,Zimbabwe,CS Mugeri-Tiripano
info,player,Zimbabwe,A Ndiraya
info,player,Zimbabwe,K Ndlovu
info,player,Zimbabwe,J Nkomo
info,player,Zimbabwe,N Gwanzura
info,player,Zimbabwe,CT Dhururu
info,player,Zimbabwe,L Tshuma
info,player,Zimbabwe,N Sibanda
info,player,Zimbabwe,P Marange
info,registry,people,A Mohamed,86a68879
info,registry,people,A Ndiraya,c8e6bddd
info,registry,people,AS Qwele,26b3df21
info,registry,people,CS Mugeri-Tiripano,99c86133
info,registry,people,CT Dhururu,8d7fba79
info,registry,people,Claus Schumacher,85645e62
info,registry,people,FO Kibasu,1c726c76
info,registry,people,HM Omary,2cbe5db1
info,registry,people,Habib Enesi,fb35ab1f
info,registry,people,J Nkomo,36dfa62e
info,registry,people,K Ndlovu,8d25271a
info,registry,people,L Tshuma,f281dd00
info,registry,people,M Mupachikwa,6657b319
info,registry,people,M Musonda,94b52754
info,registry,people,M Pascal,729c5ab5
info,registry,people,MH Ushanga,0286eabe
info,registry,people,N Gwanzura,9c2e3040
info,registry,people,N Sibanda,edf62a25
info,registry,people,NJ Pius,f4270fc7
info,registry,people,O Chirombe,6345307f
info,registry,people,P Marange,a4f1fdd4
info,registry,people,PZ Kamunya,6e60bbe2
info,registry,people,Patric Makumbi,e4c69c16
info,registry,people,S Kizito,d91a936b
info,registry,people,S Mtae,bb641155
info,registry,people,SH Mohamedi,10ab6a37
ball,1,0.1,Tanzania,S Mtae,FO Kibasu,N Sibanda,1,0,,,,,,"",""
ball,1,0.2,Tanzania,FO Kibasu,S Mtae,N Sibanda,0,0,,,,,,"",""
ball,1,0.3,Tanzania,FO Kibasu,S Mtae,N Sibanda,0,0,,,,,,"",""
ball,1,0.4,Tanzania,FO Kibasu,S Mtae,N Sibanda,0,0,,,,,,"",""
ball,1,0.5,Tanzania,FO Kibasu,S Mtae,N Sibanda,0,0,,,,,,"",""
ball,1,0.6,Tanzania,FO Kibasu,S Mtae,N Sibanda,4,0,,,,,,"",""
ball,1,1.1,Tanzania,S Mtae,FO Kibasu,J Nkomo,0,0,,,,,,"",""
ball,1,1.2,Tanzania,S Mtae,FO Kibasu,J Nkomo,0,0,,,,,,"",""
ball,1,1.3,Tanzania,S Mtae,FO Kibasu,J Nkomo,2,0,,,,,,"",""
ball,1,1.4,Tanzania,S Mtae,FO Kibasu,J Nkomo,0,0,,,,,,"",""
ball,1,1.5,Tanzania,S Mtae,FO Kibasu,J Nkomo,1,0,,,,,,"",""
ball,1,1.6,Tanzania,FO Kibasu,S Mtae,J Nkomo,0,0,,,,,,"",""
ball,1,2.1,Tanzania,S Mtae,FO Kibasu,P Marange,0,0,,,,,,"",""
ball,1,2.2,Tanzania,S Mtae,FO Kibasu,P Marange,0,0,,,,,,"",""
ball,1,2.3,Tanzania,S Mtae,FO Kibasu,P Marange,0,0,,,,,,"",""
ball,1,2.4,Tanzania,S Mtae,FO Kibasu,P Marange,0,5,5,,,,,"",""
ball,1,2.5,Tanzania,S Mtae,FO Kibasu,P Marange,0,0,,,,,,"",""
ball,1,2.6,Tanzania,S Mtae,FO Kibasu,P Marange,0,0,,,,,,bowled,S Mtae
ball,1,2.7,Tanzania,M Pascal,FO Kibasu,P Marange,0,0,,,,,,caught,M Pascal
ball,1,3.1,Tanzania,FO Kibasu,HM Omary,K Ndlovu,2,0,,,,,,"",""
ball,1,3.2,Tanzania,FO Kibasu,HM Omary,K Ndlovu,0,0,,,,,,"",""
ball,1,3.3,Tanzania,FO Kibasu,HM Omary,K Ndlovu,0,0,,,,,,"",""
ball,1,3.4,Tanzania,FO Kibasu,HM Omary,K Ndlovu,1,0,,,,,,"",""
ball,1,3.5,Tanzania,HM Omary,FO Kibasu,K Ndlovu,0,0,,,,,,"",""
ball,1,3.6,Tanzania,HM Omary,FO Kibasu,K Ndlovu,0,1,,1,,,,"",""
ball,1,3.7,Tanzania,HM Omary,FO Kibasu,K Ndlovu,1,0,,,,,,"",""
ball,1,4.1,Tanzania,HM Omary,FO Kibasu,P Marange,1,0,,,,,,"",""
ball,1,4.2,Tanzania,FO Kibasu,HM Omary,P Marange,0,1,1,,,,,"",""
ball,1,4.3,Tanzania,FO Kibasu,HM Omary,P Marange,0,0,,,,,,"",""
ball,1,4.4,Tanzania,FO Kibasu,HM Omary,P Marange,0,0,,,,,,"",""
ball,1,4.5,Tanzania,FO Kibasu,HM Omary,P Marange,0,0,,,,,,"",""
ball,1,4.6,Tanzania,FO Kibasu,HM Omary,P Marange,1,0,,,,,,"",""
ball,1,4.7,Tanzania,HM Omary,FO Kibasu,P Marange,0,0,,,,,,"",""
ball,1,5.1,Tanzania,FO Kibasu,HM Omary,K Ndlovu,1,0,,,,,,"",""
ball,1,5.2,Tanzania,HM Omary,FO Kibasu,K Ndlovu,0,0,,,,,,"",""
ball,1,5.3,Tanzania,HM Omary,FO Kibasu,K Ndlovu,1,0,,,,,,"",""
ball,1,5.4,Tanzania,FO Kibasu,HM Omary,K Ndlovu,0,0,,,,,,"",""
