version,1.7.0
info,balls_per_over,6
info,team,Scotland
info,team,England
info,gender,male
info,season,2024
info,date,2024/06/04
info,event,ICC Men's T20 World Cup
info,match_number,6
info,venue,"Kensington Oval, Bridgetown, Barbados"
info,city,Bridgetown
info,toss_winner,Scotland
info,toss_decision,bat
info,umpire,Asif Yaqoob
info,umpire,Nitin Menon
info,reserve_umpire,J Madanagopal
info,tv_umpire,JS Wilson
info,match_referee,RS Madugalle
info,outcome,no result
info,player,Scotland,HG Munsey
info,player,Scotland,MA Jones
info,player,Scotland,BJ McMullen
info,player,Scotland,RD Berrington
info,player,Scotland,MH Cross
info,player,Scotland,MA Leask
info,player,Scotland,CN Greaves
info,player,Scotland,MRJ Watt
info,player,Scotland,CB Sole
info,player,Scotland,BTJ Wheal
info,player,Scotland,BJ Currie
info,player,England,PD Salt
info,player,England,JC Buttler
info,player,England,WG Jacks
info,player,England,JM Bairstow
info,player,England,HC Brook
info,player,England,MM Ali
info,player,England,LS Livingstone
info,player,England,CJ Jordan
info,player,England,JC Archer
info,player,England,AU Rashid
info,player,England,MA Wood
info,registry,people,AU Rashid,249d60c9
info,registry,people,Asif Yaqoob,6b35790c
info,registry,people,BJ Currie,2ecd844a
info,registry,people,BJ McMullen,436c763a
info,registry,people,BTJ Wheal,3f61a062
info,registry,people,CB Sole,469ccead
info,registry,people,CJ Jordan,ffe699c0
info,registry,people,CN Greaves,f42064d5
info,registry,people,HC Brook,4ae1755b
info,registry,people,HG Munsey,ff014c34
info,registry,people,J Madanagopal,8275b04a
info,registry,people,JC Archer,5574750c
info,registry,people,JC Buttler,99b75528
info,registry,people,JM Bairstow,abb83e27
info,registry,people,JS Wilson,d7f3b72f
info,registry,people,LS Livingstone,50c6bc2b
info,registry,people,MA Jones,05f96194
info,registry,people,MA Leask,28131839
info,registry,people,MA Wood,8d92a2c3
info,registry,people,MH Cross,8b261d84
info,registry,people,MM Ali,bb351c23
info,registry,people,MRJ Watt,1252f71a
info,registry,people,Nitin Menon,e1d41d9e
info,registry,people,PD Salt,3d284ca3
info,registry,people,RD Berrington,e21bc7f3
info,registry,people,RS Madugalle,766b5798
info,registry,people,WG Jacks,9caf69a1
ball,1,0.1,Scotland,HG Munsey,MA Jones,MA Wood,0,0,,,,,,"",""
ball,1,0.2,Scotland,HG Munsey,MA Jones,MA Wood,0,1,,,,1,,"",""
ball,1,0.3,Scotland,MA Jones,HG Munsey,MA Wood,1,0,,,,,,"",""
ball,1,0.4,Scotland,HG Munsey,MA Jones,MA Wood,4,0,,,,,,"",""
ball,1,0.5,Scotland,HG Munsey,MA Jones,MA Wood,0,0,,,,,,"",""
ball,1,0.6,Scotland,HG Munsey,MA Jones,MA Wood,0,0,,,,,,"",""
ball,1,1.1,Scotland,MA Jones,HG Munsey,JC Archer,2,0,,,,,,"",""
ball,1,1.2,Scotland,MA Jones,HG Munsey,JC Archer,2,0,,,,,,"",""
ball,1,1.3,Scotland,MA Jones,HG Munsey,JC Archer,4,0,,,,,,"",""
ball,1,1.4,Scotland,MA Jones,HG Munsey,JC Archer,0,0,,,,,,"",""
ball,1,1.5,Scotland,MA Jones,HG Munsey,JC Archer,0,0,,,,,,"",""
ball,1,1.6,Scotland,MA Jones,HG Munsey,JC Archer,2,0,,,,,,"",""
ball,1,2.1,Scotland,HG Munsey,MA Jones,MM Ali,0,0,,,,,,"",""
ball,1,2.2,Scotland,HG Munsey,MA Jones,MM Ali,4,0,,,,,,"",""
ball,1,2.3,Scotland,HG Munsey,MA Jones,MM Ali,1,0,,,,,,"",""
ball,1,2.4,Scotland,MA Jones,HG Munsey,MM Ali,1,0,,,,,,"",""
ball,1,2.5,Scotland,HG Munsey,MA Jones,MM Ali,4,0,,,,,,"",""
ball,1,2.6,Scotland,HG Munsey,MA Jones,MM Ali,0,0,,,,,,"",""
ball,1,3.1,Scotland,MA Jones,HG Munsey,JC Archer,1,0,,,,,,"",""
ball,1,3.2,Scotland,HG Munsey,MA Jones,JC Archer,0,0,,,,,,"",""
ball,1,3.3,Scotland,HG Munsey,MA Jones,JC Archer,1,0,,,,,,"",""
ball,1,3.4,Scotland,MA Jones,HG Munsey,JC Archer,0,0,,,,,,"",""
ball,1,3.5,Scotland,MA Jones,HG Munsey,JC Archer,0,0,,,,,,"",""
ball,1,3.6,Scotland,MA Jones,HG Munsey,JC Archer,0,0,,,,,,"",""
ball,1,4.1,Scotland,HG Munsey,MA Jones,MA Wood,0,1,1,,,,,"",""
ball,1,4.2,Scotland,HG Munsey,MA Jones,MA Wood,0,0,,,,,,"",""
ball,1,4.3,Scotland,HG Munsey,MA Jones,MA Wood,2,0,,,,,,"",""
ball,1,4.4,Scotland,HG Munsey,MA Jones,MA Wood,0,1,,1,,,,"",""
ball,1,4.5,Scotland,HG Munsey,MA Jones,MA Wood,0,0,,,,,,"",""
ball,1,4.6,Scotland,HG Munsey,MA Jones,MA Wood,1,0,,,,,,"",""
ball,1,4.7,Scotland,MA Jones,HG Munsey,MA Wood,1,0,,,,,,"",""
ball,1,4.8,Scotland,HG Munsey,MA Jones,MA Wood,0,0,,,,,,"",""
ball,1,5.1,Scotland,MA Jones,HG Munsey,CJ Jordan,0,0,,,,,,"",""
ball,1,5.2,Scotland,MA Jones,HG Munsey,CJ Jordan,6,0,,,,,,"",""
ball,1,5.3,Scotland,MA Jones,HG Munsey,CJ Jordan,4,0,,,,,,"",""
ball,1,5.4,Scotland,MA Jones,HG Munsey,CJ Jordan,4,0,,,,,,"",""
ball,1,5.5,Scotland,MA Jones,HG Munsey,CJ Jordan,0,0,,,,,,"",""
ball,1,5.6,Scotland,MA Jones,HG Munsey,CJ Jordan,1,0,,,,,,"",""
ball,1,6.1,Scotland,MA Jones,HG Munsey,MM Ali,1,0,,,,,,"",""
ball,1,6.2,Scotland,HG Munsey,MA Jones,MM Ali,1,0,,,,,,"",""
ball,1,6.3,Scotland,MA Jones,HG Munsey,MM Ali,0,0,,,,,,"",""
ball,1,6.4,Scotland,MA Jones,HG Munsey,MM Ali,1,0,,,,,,"",""
ball,1,6.5,Scotland,HG Munsey,MA Jones,MM Ali,1,0,,,,,,"",""
ball,1,6.6,Scotland,MA Jones,HG Munsey,MM Ali,1,0,,,,,,"",""
ball,1,7.1,Scotland,MA Jones,HG Munsey,AU Rashid,6,0,,,,,,"",""
ball,1,7.2,Scotland,MA Jones,HG Munsey,AU Rashid,1,0,,,,,,"",""
ball,1,7.3,Scotland,HG Munsey,MA Jones,AU Rashid,0,0,,,,,,"",""
ball,1,7.4,Scotland,HG Munsey,MA Jones,AU Rashid,4,0,,,,,,"",""
ball,1,7.5,Scotland,HG Munsey,MA Jones,AU Rashid,6,0,,,,,,"",""
ball,1,7.6,Scotland,HG Munsey,MA Jones,AU Rashid,1,0,,,,,,"",""
ball,1,8.1,Scotland,HG Munsey,MA Jones,CJ Jordan,0,0,,,,,,"",""
ball,1,8.2,Scotland,HG Munsey,MA Jones,CJ Jordan,6,0,,,,,,"",""
ball,1,8.3,Scotland,HG Munsey,MA Jones,CJ Jordan,1,0,,,,,,"",""
ball,1,8.4,Scotland,MA Jones,HG Munsey,CJ Jordan,0,0,,,,,,"",""
ball,1,8.5,Scotland,MA Jones,HG Munsey,CJ Jordan,0,1,,,,1,,"",""
ball,1,8.6,Scotland,HG Munsey,MA Jones,CJ Jordan,2,0,,,,,,"",""
ball,1,9.1,Scotland,MA Jones,HG Munsey,AU Rashid,1,0,,,,,,"",""
